Year,Distance,Owner,Fuel,Location,Drive,Type,Price,Brand,Model
2011,68940,1,Petrol,MH-43,Manual,Sedan,385000,Toyota,Etios
2018,29096,1,Petrol,WB-20,Automatic,Hatchback,343000,Maruti,Alto K10
2017,57996,1,Petrol,DL-6C,Manual,Hatchback,524000,Maruti,Baleno
2014,66639,1,Petrol,UP-70,Manual,Hatchback,359000,Maruti,Swift
2014,70334,1,Petrol,KL-01,Manual,Sedan,536000,Honda,City
2019,23897,2,Petrol,PB-10,Automatic,Hatchback,780000,Hyundai,Elite I20
2019,92294,1,Petrol,MH-15,Automatic,Sedan,708000,Honda,Amaze
2018,24983,1,Petrol,TS-08,Manual,Hatchback,361000,Maruti,Alto K10
2010,61282,2,Petrol,HR-26,Manual,Hatchback,234000,Volkswagen,Polo
2019,59924,1,Petrol,RJ-02,Manual,Hatchback,604000,Hyundai,Elite I20
2016,24378,1,Petrol,MH-12,Manual,Hatchback,352000,Maruti,Alto 800
2013,74081,1,Petrol,HR-26,Manual,Hatchback,379000,Hyundai,I20
2020,54942,2,Diesel,MH-48,Manual,Sedan,462000,Hyundai,Aura
2016,70922,1,Diesel,MH-05,Manual,Sedan,721000,Hyundai,Verna
2015,45701,2,Petrol,KA-50,Automatic,Hatchback,487000,Maruti,Celerio
2017,112619,1,Petrol,Unknown,Manual,Sedan,768000,Maruti,Dzire
2018,25611,1,Petrol,KA-04,Manual,SUV,480000,Mahindra,Kuv 100 Nxt
2018,46009,1,Petrol,KA-05,Automatic,Hatchback,656000,Maruti,Swift
2016,42768,2,Petrol,GJ-15,Manual,Hatchback,397000,Maruti,Wagon R 1.0
2010,14367,1,Petrol,DL-7C,Manual,Hatchback,148000,Hyundai,I10
2019,20851,2,Petrol,TN-31,Manual,Hatchback,473000,Hyundai,New Santro
2010,86201,3,Petrol,MH-04,Manual,Hatchback,222000,Maruti,Swift
2019,51146,1,Diesel,MH-02,Automatic,SUV,922000,Renault,Duster
2020,10035,1,Petrol,MH-12,Automatic,Sedan,914000,Maruti,Ciaz
2011,69551,1,Petrol,KA-01,Manual,Hatchback,248000,Maruti,Alto K10
2018,15793,1,Petrol,PB-91,Manual,Hatchback,343000,Maruti,Alto 800
2012,55429,2,Petrol,KA-51,Manual,Hatchback,246000,Maruti,Alto 800
2019,29306,1,Petrol,TN-22,Manual,Hatchback,489000,Renault,Kwid
2019,14005,2,Petrol,GJ-06,Manual,Hatchback,473000,Maruti,Celerio
2016,29873,1,Petrol,UP-16,Automatic,Sedan,752000,Maruti,Ciaz
2018,105630,1,Diesel,MH-12,Manual,Sedan,792000,Tata,Tigor
2016,33233,2,Petrol,KA-05,Automatic,Hatchback,476000,Maruti,Celerio
2022,3949,1,Petrol,MH-15,Manual,Hatchback,572000,Maruti,Celerio
2018,33282,2,Petrol,KA-53,Manual,Hatchback,749000,Hyundai,Elite I20
2016,80334,1,Petrol,GJ-01,Manual,Hatchback,462350,Hyundai,Grand I10
2017,61456,1,Diesel,HR-87,Manual,Sedan,547000,Maruti,Ciaz
2022,9043,1,Petrol,MH-12,Manual,Hatchback,765000,Maruti,Swift
2021,59144,2,Diesel,TS-07,Manual,Sedan,610000,Maruti,Ciaz
2014,92013,1,Petrol,TN-20,Manual,Hatchback,361000,Maruti,Wagon R Stingray
2017,55788,1,Petrol,MH-01,Manual,Hatchback,533000,Maruti,Baleno
2021,15957,1,Petrol,TN-11,Manual,Hatchback,837000,Tata,Altroz
2019,58339,1,CNG,DL-4C,Manual,Hatchback,499000,Hyundai,New Santro
2017,21572,1,Petrol,UP-78,Automatic,Hatchback,444000,Maruti,Ignis
2019,31991,2,Petrol,KL-55,Manual,Hatchback,393000,Hyundai,New Santro
2018,79044,1,Petrol,GJ-27,Manual,Hatchback,575000,Maruti,Baleno
2017,84382,2,CNG,MH-12,Manual,Hatchback,397000,Maruti,Wagon R 1.0
2018,29767,1,Petrol,KA-02,Manual,Hatchback,714000,Maruti,Swift
2015,74219,3,Petrol,MH-12,Manual,Hatchback,421000,Hyundai,Grand I10
2020,53460,2,Petrol,KA-03,Automatic,Sedan,745000,Honda,City
2020,36821,1,Petrol,UP-32,Manual,Hatchback,681000,Maruti,Baleno
2017,8011,1,Petrol,DL-14,Manual,Hatchback,556000,Maruti,Baleno
2016,55353,2,Petrol,MH-46,Manual,Sedan,579000,Honda,City
2014,28779,1,Petrol,KA-03,Manual,Hatchback,462000,Hyundai,Grand I10
2020,13250,1,Petrol,HR-26,Manual,Hatchback,440000,Renault,Kwid
2011,102814,1,Petrol,Unknown,Manual,Hatchback,413000,Maruti,Swift
2013,106814,1,Diesel,KA-51,Automatic,Sedan,536000,Maruti,Swift Dzire
2016,76712,1,Petrol,MH-14,Manual,Sedan,567000,Maruti,Ciaz
2018,100043,1,Diesel,GJ-01,Automatic,SUV,1048000,Hyundai,Creta
2014,67879,1,Petrol,WB-08,Manual,Hatchback,313000,Hyundai,Grand I10
2021,96192,1,CNG,HR-12,Manual,Hatchback,609000,Hyundai,Grand I10 Nios
2018,49360,1,Petrol,GJ-38,Automatic,SUV,842000,Ford,Ecosport
2019,88392,1,Diesel,MP-04,Manual,Sedan,412600,Honda,Amaze
2022,12404,2,Diesel,HR-06,Manual,SUV,1171000,Kia,Seltos
2016,102753,2,Petrol,Unknown,Manual,Hatchback,618000,Maruti,Baleno
2014,27939,1,Petrol,MH-02,Automatic,Hatchback,376000,Maruti,Celerio
2018,25434,2,Petrol,KA-41,Manual,SUV,1022000,Hyundai,Creta
2014,52927,1,Petrol,HR-26,Manual,Sedan,665000,Hyundai,Xcent
2017,79683,1,Petrol,KA-19,Manual,Hatchback,330000,Hyundai,Eon
2017,62475,1,Petrol,TS-07,Manual,Sedan,699000,Honda,City
2017,36023,1,Petrol,GJ-06,Automatic,Sedan,793000,Skoda,Rapid
2021,10179,1,Petrol,GJ-01,Manual,Hatchback,471000,Maruti,S Presso
2012,45386,1,Petrol,BR-09,Manual,Hatchback,313000,Maruti,Swift
2019,83508,2,Diesel,WB-20,Manual,Lux SUV,1198000,Mahindra,Xuv500
2022,93309,1,Petrol,DL-11,Manual,Sedan,627000,Honda,Amaze
2015,89352,1,Petrol,HR-26,Manual,Sedan,406000,Maruti,Swift Dzire
2016,85435,1,Petrol,WB-06,Manual,Hatchback,368000,Hyundai,Grand I10
2019,39959,1,Petrol,HR-29,Manual,Hatchback,524000,Maruti,Baleno
2014,69716,2,Petrol,GJ-01,Manual,Hatchback,397000,Hyundai,I20
2018,56417,1,Petrol,GJ-01,Manual,Hatchback,695000,Hyundai,Elite I20
2017,45760,1,Petrol,WB-06,Manual,Sedan,439000,Toyota,Etios
2016,90084,2,CNG,GJ-05,Manual,Hatchback,382000,Tata,Bolt
2022,16752,1,CNG,KL-07,Manual,Hatchback,646000,Maruti,New Wagon-R
2021,20904,2,Petrol,HR-26,Manual,Sedan,556000,Maruti,Dzire
2021,25312,1,Petrol,GJ-03,Manual,Hatchback,403000,Renault,Kwid
2018,91441,1,Diesel,TS-28,Manual,Hatchback,757000,Hyundai,Elite I20
2016,19397,1,Petrol,MH-46,Manual,Hatchback,496000,Hyundai,Grand I10
2014,6331,1,Petrol,DL-8C,Manual,Hatchback,402000,Maruti,Swift
2018,49155,1,Petrol,GJ-06,Manual,Hatchback,645000,Hyundai,Elite I20
2021,25263,1,Diesel,KA-03,Automatic,SUV,1516000,Kia,Sonet
2016,59397,1,Petrol,DL-8C,Manual,Hatchback,558000,Hyundai,Elite I20
2018,57036,1,Petrol,TN-58,Automatic,Hatchback,568000,Hyundai,Grand I10
2020,25023,1,Petrol,DL-9C,Manual,Hatchback,378000,Renault,Kwid
2018,37824,2,CNG,MH-01,Manual,Hatchback,416000,Maruti,Wagon R 1.0
2021,35887,1,Petrol,HR-98,Manual,Hatchback,525000,Maruti,New Wagon-R
2019,67492,1,Petrol,PB-27,Manual,Hatchback,500000,Maruti,New Wagon-R
2017,15295,1,Diesel,TN-02,Manual,Sedan,773000,Maruti,Dzire
2018,40098,1,Petrol,MP-04,Automatic,Hatchback,600000,Maruti,Swift
2015,102887,1,Petrol,Unknown,Manual,Hatchback,601000,Hyundai,Elite I20
2018,18925,3,Petrol,TN-06,Manual,Hatchback,336000,Renault,Kwid
2016,84566,1,Petrol,GJ-01,Manual,Hatchback,365000,Hyundai,I10
2015,51618,1,Petrol,KA-53,Manual,Hatchback,521000,Hyundai,Grand I10
2016,86978,1,Diesel,GJ-01,Manual,Hatchback,400000,Hyundai,Grand I10
2019,9550,1,Petrol,DL-14,Manual,Hatchback,370000,Renault,Kwid
2018,21714,1,Petrol,GJ-05,Manual,Hatchback,316000,Datsun,Go
2013,35073,1,Petrol,MH-04,Manual,Sedan,451000,Honda,City
2022,19131,1,Petrol,GJ-01,Manual,SUV,1126000,Hyundai,Creta
2013,97818,1,Petrol,MH-14,Manual,Hatchback,275000,Nissan,Micra Active
2019,64346,2,Petrol,KL-46,Manual,Hatchback,510000,Hyundai,Grand I10
2011,34622,1,Petrol,BR-01,Manual,Hatchback,176000,Maruti,Alto K10
2017,79478,1,Petrol,TN-19,Automatic,Hatchback,504000,Tata,Tiago
2019,58792,2,Diesel,PB-10,Manual,SUV,808000,Maruti,Vitara Brezza
2016,70454,2,Petrol,HR-26,Manual,Hatchback,392000,Hyundai,Grand I10
2019,21786,2,Petrol,MP-04,Manual,Hatchback,539000,Hyundai,Elite I20
2010,42373,2,Petrol,DL-12,Manual,Hatchback,175000,Maruti,Alto K10
2018,38933,1,Petrol,UP-32,Manual,Hatchback,509000,Maruti,Celerio X
2016,101603,1,Petrol,Unknown,Manual,Sedan,588000,Honda,City
2013,72552,2,Diesel,MH-03,Manual,Sedan,469000,Maruti,Swift Dzire
2018,35060,2,Petrol,HR-26,Manual,Hatchback,380000,Maruti,Wagon R 1.0
2012,61036,1,Petrol,KA-04,Manual,Sedan,493000,Maruti,Swift Dzire
2017,48474,2,CNG,MH-43,Manual,Hatchback,431000,Maruti,Celerio
2015,102118,2,Petrol,Unknown,Manual,Hatchback,542000,Hyundai,Elite I20
2021,17039,2,Petrol,MH-12,Manual,Hatchback,758000,Maruti,Baleno
2020,33347,1,Petrol,GJ-01,Manual,SUV,454000,Maruti,Eeco
2014,54104,2,Petrol,DL-4C,Manual,Hatchback,333000,Honda,Brio
2017,51201,2,Petrol,CH-01,Manual,SUV,405000,Mahindra,Kuv100
2017,37743,1,Petrol,MH-14,Manual,Hatchback,319000,Maruti,Alto 800
2014,24318,3,Petrol,MH-12,Manual,Hatchback,221800,Hyundai,Eon
2017,76529,2,Petrol,TN-14,Manual,Hatchback,538000,Maruti,Swift
2015,75442,2,Petrol,GJ-06,Manual,Hatchback,470000,Maruti,Swift
2019,48579,1,Petrol,MH-46,Manual,Hatchback,381000,Maruti,S Presso
2013,57779,1,Petrol,KA-41,Manual,Hatchback,446000,Maruti,Swift
2017,98652,2,Petrol,DL-13,Manual,Sedan,220000,Volkswagen,Ameo
2021,8434,1,Petrol,KA-02,Manual,Hatchback,786000,Renault,Kiger
2018,55467,2,Petrol,KA-20,Manual,Hatchback,478000,Hyundai,New Santro
2016,77338,1,Diesel,KA-01,Manual,SUV,754000,Maruti,Vitara Brezza
2020,47338,2,Diesel,MH-05,Manual,SUV,2047000,Toyota,Innova Crysta
2016,49648,1,Diesel,MH-48,Automatic,Lux SUV,1017000,Mahindra,Xuv500
2017,93866,2,Diesel,MP-09,Manual,SUV,637000,Ford,Ecosport
2011,48487,1,Petrol,MH-12,Manual,Hatchback,186000,Maruti,Alto K10
2022,8671,1,Petrol,TN-67,Automatic,SUV,1237000,Tata,Nexon
2019,85358,1,Diesel,TN-21,Automatic,SUV,865000,Maruti,Vitara Brezza
2014,37755,2,Petrol,MH-43,Manual,Hatchback,331000,Hyundai,Grand I10
2016,76275,1,Petrol,HR-06,Automatic,Sedan,694000,Honda,City
2015,58241,1,Diesel,TS-07,Manual,Hatchback,581000,Maruti,Swift
2014,24324,1,Petrol,WB-24,Manual,Hatchback,298000,Maruti,Wagon R Stingray
2013,108467,1,CNG,MH-46,Manual,Hatchback,229000,Hyundai,Santro Xing
2021,6611,1,Petrol,MP-09,Automatic,Hatchback,725000,Hyundai,Grand I10 Nios
2016,35851,1,Petrol,KA-42,Manual,Hatchback,392000,Hyundai,I10
2013,69952,2,Petrol,MH-01,Manual,Sedan,310000,Hyundai,Verna
2015,62554,1,Petrol,KA-50,Manual,Hatchback,294000,Maruti,Alto 800
2021,54826,1,CNG,DL-9C,Manual,Hatchback,534000,Hyundai,New Santro
2015,53484,1,Petrol,KA-02,Manual,Hatchback,340000,Maruti,Alto K10
2016,54745,1,CNG,MH-14,Manual,Hatchback,433000,Maruti,Wagon R 1.0
2017,17923,1,Petrol,DL-10,Manual,Hatchback,587000,Hyundai,Elite I20
2016,32996,2,Petrol,KA-03,Manual,Hatchback,568775,Maruti,Baleno
2017,111965,1,Petrol,Unknown,Manual,Hatchback,401000,Maruti,Wagon R 1.0
2018,88833,2,Petrol,HR-26,Manual,Sedan,334000,Honda,City
2017,71832,1,Diesel,KA-25,Manual,SUV,748000,Honda,Wr-V
2020,36340,1,Petrol,KA-36,Manual,Hatchback,430000,Maruti,S Presso
2014,66559,1,Petrol,GJ-27,Manual,Hatchback,341000,Maruti,Wagon R 1.0
2019,52720,1,Petrol,MH-47,Manual,Hatchback,642000,Maruti,Swift
2013,118604,1,Diesel,UP-78,Manual,Sedan,426000,Honda,City
2019,30683,2,Petrol,TN-23,Manual,Hatchback,620000,Hyundai,Elite I20
2019,57850,1,CNG,MH-04,Manual,Hatchback,402000,Maruti,Alto
2021,41861,1,Petrol,GJ-01,Manual,Hatchback,524000,Maruti,Ignis
2018,95774,1,Petrol,TS-13,Automatic,Hatchback,636000,Maruti,Swift
2014,52515,1,Petrol,DL-12,Manual,Sedan,377000,Maruti,Swift Dzire
2019,43803,1,Petrol,TS-08,Manual,Hatchback,682000,Hyundai,Elite I20
2018,56028,2,Petrol,TN-13,Manual,Hatchback,673000,Hyundai,Elite I20
2018,42368,2,Petrol,GJ-15,Manual,Hatchback,577000,Maruti,Baleno
2021,33090,1,Petrol,TS-04,Manual,SUV,1020000,Tata,Nexon
2016,65374,1,Petrol,MH-49,Manual,Hatchback,266000,Maruti,Alto 800
2020,35866,1,Diesel,GJ-06,Automatic,SUV,1818000,Tata,Harrier
2017,50681,1,Petrol,TS-07,Manual,Hatchback,550000,Hyundai,Grand I10
2020,85312,1,CNG,UP-32,Manual,Hatchback,491000,Hyundai,New Santro
2019,15759,1,Petrol,DL-3C,Automatic,Sedan,830000,Maruti,Ciaz
2014,59352,1,Petrol,MH-02,Manual,Hatchback,416200,Hyundai,Elite I20
2010,31596,1,Petrol,WB-06,Manual,Hatchback,199000,Maruti,Wagon R 1.0
2014,62217,2,Petrol,MH-12,Manual,Hatchback,296000,Honda,Brio
2016,80318,2,Petrol,DL-3C,Manual,Sedan,314000,Maruti,Ciaz
2018,27243,1,Petrol,MH-15,Manual,Hatchback,348000,Hyundai,Eon
2019,72314,1,Petrol,TS-09,Automatic,Hatchback,345000,Datsun,Redi Go
2022,25298,1,Petrol,HR-36,Manual,Hatchback,885000,Maruti,Baleno
2016,34125,1,Petrol,MH-03,Automatic,Sedan,920000,Honda,City
2016,35847,1,Petrol,MH-48,Manual,Hatchback,264000,Maruti,Alto 800
2020,55130,1,Petrol,MH-47,Manual,SUV,878000,Maruti,Vitara Brezza
2017,33970,1,Diesel,MH-12,Automatic,Sedan,797350,Volkswagen,Ameo
2012,83421,1,Petrol,DL-12,Manual,Sedan,282000,Maruti,Swift Dzire
2017,36888,2,Petrol,DL-12,Manual,Sedan,392000,Honda,City
2017,75817,1,Petrol,MH-46,Manual,Hatchback,228000,Datsun,Redi Go
2021,24479,2,Petrol,KA-28,Manual,Hatchback,811000,Tata,Altroz
2016,27547,1,Petrol,TS-07,Manual,Hatchback,528000,Hyundai,Grand I10
2013,117658,1,Diesel,KA-51,Manual,Sedan,545000,Hyundai,Verna
2021,23725,1,Petrol,BR-01,Manual,Hatchback,521000,Renault,Kiger
2019,17394,2,Petrol,MH-01,Manual,Hatchback,510000,Hyundai,New Santro
2015,10056,2,Petrol,DL-8C,Manual,Hatchback,421000,Maruti,Swift
2018,43740,1,Petrol,HR-26,Manual,Hatchback,696000,Hyundai,Elite I20
2018,114715,1,CNG,GJ-18,Manual,Sedan,507000,Hyundai,Xcent
2022,84316,1,Petrol,DL-1C,Manual,Sedan,524000,Maruti,Dzire
2014,60541,2,Petrol,TN-14,Manual,Hatchback,335000,Hyundai,I10
2021,52691,1,Petrol,PB-02,Automatic,SUV,1017000,Toyota,Urban Cruiser
2016,32396,1,Petrol,HR-26,Manual,Hatchback,253000,Maruti,Alto 800
2018,27222,1,Petrol,GJ-01,Manual,Hatchback,421000,Hyundai,New Santro
2011,97383,1,Petrol,DL-1C,Manual,Hatchback,238000,Maruti,Swift
2018,79688,1,CNG,MH-14,Manual,Hatchback,479000,Tata,Tiago
2018,88880,1,Diesel,TN-04,Manual,Sedan,558000,Maruti,Dzire
2013,82482,3,Petrol,KA-41,Manual,Hatchback,233000,Maruti,Alto K10
2012,72383,2,Petrol,GJ-01,Manual,Hatchback,362000,Maruti,Swift
2019,38673,1,CNG,MH-05,Manual,Hatchback,493000,Maruti,Celerio
2017,56416,1,Petrol,TS-07,Manual,Hatchback,645000,Hyundai,Elite I20
2018,68505,1,Petrol,BR-01,Manual,Hatchback,353000,Maruti,Wagon R 1.0
2018,27793,2,Petrol,MH-06,Manual,Hatchback,547000,Maruti,Swift
2013,83946,1,Petrol,KA-05,Manual,Hatchback,303000,Hyundai,I10
2014,32777,1,Petrol,PB-65,Automatic,Hatchback,382000,Maruti,Celerio
2019,4316,1,Petrol,WB-02,Manual,Hatchback,401000,Maruti,S Presso
2018,34840,1,Petrol,TS-07,Automatic,Hatchback,690000,Maruti,Swift
2018,45572,2,CNG,MH-12,Manual,Hatchback,451000,Maruti,Wagon R 1.0
2015,43336,1,Petrol,KA-01,Automatic,Hatchback,458000,Maruti,Celerio
2017,46387,1,Petrol,HR-10,Manual,Hatchback,442000,Maruti,Swift
2014,61596,1,Petrol,HR-26,Automatic,Hatchback,294000,Maruti,Alto K10
2016,74756,1,Diesel,HR-36,Manual,Hatchback,481000,Maruti,Swift
2019,23317,1,Petrol,UP-14,Manual,SUV,581000,Renault,Triber
2015,86315,1,Diesel,MH-08,Manual,Sedan,781000,Honda,City
2021,14463,1,Petrol,KA-03,Manual,Hatchback,912000,Renault,Kiger
2020,76980,1,Petrol,UP-32,Manual,Hatchback,372000,Maruti,S Presso
2016,20821,1,CNG,MH-47,Manual,Hatchback,371000,Maruti,Wagon R 1.0
2016,68645,1,Petrol,TN-14,Manual,Hatchback,295000,Maruti,Alto 800
2016,31699,1,Petrol,MH-04,Manual,Hatchback,573000,Maruti,Baleno
2017,47474,2,Petrol,DL-9C,Manual,Hatchback,524000,Maruti,Ignis
2017,26737,1,Petrol,TN-22,Manual,Hatchback,311000,Maruti,Alto 800
2022,41972,1,CNG,HR-51,Manual,Hatchback,613000,Maruti,New Wagon-R
2017,120542,1,CNG,MH-12,Manual,Hatchback,466000,Hyundai,Grand I10
2019,80724,1,Petrol,TS-07,Automatic,SUV,985000,Maruti,Xl6
2014,50789,3,Petrol,RJ-23,Manual,Hatchback,309000,Hyundai,I10
2015,44214,1,CNG,MH-14,Manual,Hatchback,478000,Maruti,Celerio
2017,52528,1,Petrol,MH-16,Automatic,Hatchback,394000,Renault,Kwid
2010,100870,2,Petrol,Unknown,Manual,Hatchback,218000,Maruti,Zen Estilo
2020,31518,1,Petrol,MH-14,Automatic,Hatchback,705000,Maruti,Ignis
2018,70028,1,Petrol,KA-04,Automatic,Hatchback,706000,Maruti,Swift
2018,38309,2,Petrol,TN-13,Manual,SUV,629000,Honda,Wr-V
2016,10212,1,Petrol,MH-04,Manual,Hatchback,589000,Hyundai,Elite I20
2016,54909,2,Petrol,KA-03,Automatic,SUV,719000,Ford,Ecosport
2021,25157,1,Petrol,DL-12,Manual,Sedan,439000,Hyundai,Aura
2017,86541,1,Petrol,HR-51,Manual,Hatchback,554000,Maruti,Baleno
2018,36970,1,Diesel,WB-08,Manual,SUV,543000,Ford,Freestyle
2015,46998,2,Petrol,MH-47,Manual,Hatchback,303000,Maruti,Alto K10
2017,75199,2,Petrol,TS-08,Manual,Sedan,828000,Honda,City
2020,35871,1,Petrol,CH-01,Manual,SUV,1016000,Kia,Sonet
2018,71817,1,Petrol,TS-08,Manual,Hatchback,736000,Hyundai,I20 Active
2019,63793,1,CNG,HR-26,Manual,Hatchback,510000,Hyundai,New Santro
2016,53383,2,Petrol,UP-32,Manual,Sedan,453000,Honda,City
2016,36707,2,Petrol,TS-09,Manual,Hatchback,321000,Hyundai,Eon
2014,98390,1,Petrol,DL-3C,Manual,Hatchback,311000,Maruti,Wagon R 1.0
2019,48168,1,Petrol,KA-51,Automatic,Hatchback,705000,Maruti,Swift
2020,80643,1,Petrol,TS-07,Manual,Hatchback,750000,Toyota,Glanza
2019,19624,1,Petrol,TS-07,Automatic,Sedan,760000,Honda,Amaze
2019,90111,1,Diesel,TS-09,Manual,SUV,883000,Mahindra,Xuv 3Oo
2022,9722,1,Petrol,GJ-38,Automatic,Hatchback,691000,Tata,Tiago
2020,54737,1,Petrol,TS-09,Automatic,Sedan,705000,Toyota,Yaris
2022,13327,2,Petrol,WB-12,Manual,Sedan,695000,Tata,Tigor
2016,30899,2,Petrol,MH-02,Automatic,Sedan,704000,Honda,City
2012,23815,1,Petrol,KA-02,Manual,Hatchback,490000,Maruti,Swift
2019,71441,1,Diesel,MH-43,Automatic,SUV,930000,Tata,Nexon
2020,64542,1,Petrol,GJ-26,Manual,Hatchback,294000,Maruti,Alto
2018,64938,1,Diesel,DL-9C,Manual,SUV,706000,Maruti,Vitara Brezza
2017,39922,2,Petrol,UP-32,Automatic,Hatchback,298000,Maruti,Alto K10
2022,117505,2,Petrol,Unknown,Manual,Sedan,549000,Skoda,Slavia
2018,26136,2,Petrol,KA-09,Manual,Hatchback,618000,Hyundai,Grand I10
2019,26642,1,Petrol,HR-31,Manual,Hatchback,347000,Maruti,Alto
2014,32178,1,Petrol,TN-19,Manual,Sedan,589000,Honda,City
2018,122321,2,Diesel,MH-49,Manual,Sedan,465000,Honda,Amaze
2017,42442,2,Petrol,RJ-02,Manual,Hatchback,275000,Renault,Kwid
2012,24116,1,Petrol,DL-10,Manual,Hatchback,326000,Hyundai,I20
2020,15237,1,Petrol,HR-98,Manual,SUV,859000,Hyundai,Venue
2021,25869,1,Petrol,GJ-01,Manual,Hatchback,383000,Maruti,Alto
2017,44752,1,Petrol,HR-36,Manual,Sedan,808000,Honda,City
2014,60379,1,Petrol,MH-03,Manual,Hatchback,435000,Maruti,Swift
2016,60478,1,CNG,TN-87,Manual,Sedan,765000,Honda,City
2016,63926,1,Petrol,MH-01,Automatic,Sedan,604000,Volkswagen,Vento
2017,56054,1,Petrol,HR-52,Manual,Hatchback,491000,Hyundai,Grand I10
2016,47077,1,Petrol,KA-51,Manual,Hatchback,595000,Honda,Jazz
2022,18484,1,CNG,RJ-40,Manual,Hatchback,553000,Maruti,S Presso
2017,48345,1,Petrol,HR-20,Manual,Hatchback,300000,Renault,Kwid
2018,12896,1,Petrol,HR-51,Manual,Sedan,554000,Hyundai,Xcent
2021,17802,1,Petrol,RJ-45,Manual,Hatchback,657000,Maruti,Baleno
2018,56436,1,Petrol,TN-10,Automatic,Hatchback,524000,Maruti,Celerio
2019,41958,1,Petrol,KA-51,Manual,Hatchback,393000,Maruti,Alto
2015,35250,1,Petrol,KA-02,Manual,Hatchback,581000,Maruti,Swift
2018,26726,1,Petrol,MH-46,Manual,Hatchback,374000,Hyundai,Eon
2016,39071,1,Petrol,GJ-27,Manual,Sedan,867000,Honda,Amaze
2017,41859,1,Petrol,UP-14,Automatic,Hatchback,471000,Maruti,Celerio
2021,32972,1,CNG,RJ-02,Manual,Hatchback,425000,Maruti,Alto
2019,46566,2,Petrol,TN-13,Manual,SUV,750000,Honda,Wr-V
2019,80882,1,Diesel,MP-09,Manual,Hatchback,676000,Maruti,Swift
2016,65850,1,Petrol,MH-46,Manual,SUV,647000,Maruti,Ertiga
2020,77451,1,Petrol,PB-03,Manual,SUV,987000,Mahindra,Xuv 3Oo
2019,68912,1,Petrol,TS-07,Manual,Hatchback,566350,Tata,Tiago
2022,5200,1,Petrol,BR-01,Manual,Hatchback,677000,Hyundai,Grand I10 Nios
2015,16262,2,Petrol,BR-01,Manual,Hatchback,363000,Maruti,Wagon R Stingray
2019,58764,1,Diesel,MH-02,Automatic,Sedan,615000,Honda,Amaze
2021,26985,1,Petrol,GJ-01,Manual,Sedan,521000,Hyundai,Aura
2018,43312,1,Petrol,PB-70,Manual,Hatchback,574000,Maruti,Swift
2021,42346,1,Petrol,BR-01,Automatic,SUV,1114000,Hyundai,Venue
2016,69981,2,Petrol,TS-10,Automatic,Lux Sedan,957000,Toyota,Corolla Altis
2017,38635,1,Petrol,TS-08,Automatic,Hatchback,606000,Hyundai,Grand I10
2011,107439,2,Petrol,Unknown,Manual,Hatchback,163000,Maruti,Alto
2013,101579,2,CNG,MH-14,Manual,Hatchback,229000,Hyundai,Eon
2021,13941,1,Diesel,GJ-01,Automatic,Lux SUV,1778000,Mahindra,Xuv500
2017,22780,1,Petrol,UP-16,Manual,Hatchback,301000,Maruti,Alto 800
2020,48094,3,Petrol,CH-01,Manual,Sedan,582000,Toyota,Yaris
2021,29427,1,Petrol,GJ-01,Manual,SUV,648000,Tata,Punch
2017,40924,2,CNG,TN-12,Manual,Hatchback,469000,Hyundai,Grand I10
2018,66688,2,Petrol,HR-26,Manual,Hatchback,602000,Maruti,Swift
2017,61047,2,Petrol,MH-43,Manual,Hatchback,577000,Hyundai,I20 Active
2019,55705,1,Petrol,KA-51,Manual,Hatchback,680000,Maruti,Swift
2012,36473,1,Petrol,MH-43,Manual,Hatchback,258000,Hyundai,I10
2017,35660,2,Petrol,TN-10,Automatic,SUV,805000,Ford,Ecosport
2011,117052,1,Petrol,Unknown,Manual,Sedan,201000,Toyota,Etios
2017,38710,1,Petrol,MH-12,Manual,Hatchback,654000,Maruti,Baleno
2020,25778,1,Petrol,HR-06,Manual,SUV,888000,Maruti,Vitara Brezza
2019,27026,1,Petrol,DL-3C,Manual,Sedan,614000,Maruti,Dzire
2019,25256,1,Petrol,HR-35,Manual,Hatchback,332000,Maruti,Alto
2012,67974,1,Diesel,MH-02,Manual,Hatchback,419000,Maruti,Swift
2017,14654,1,Petrol,MH-15,Manual,Hatchback,350000,Hyundai,Eon
2018,67240,2,Petrol,DL-8C,Automatic,Sedan,684000,Maruti,Dzire
2015,91434,1,Petrol,TN-09,Manual,Hatchback,379000,Maruti,Celerio
2014,46318,1,Petrol,WB-08,Manual,Hatchback,186000,Maruti,Alto 800
2018,38360,1,Petrol,TN-14,Manual,Hatchback,386000,Datsun,Go
2020,30241,1,Petrol,TS-09,Manual,SUV,998000,Renault,Duster
2015,33488,1,Petrol,KA-03,Automatic,Sedan,917000,Honda,City
2018,33747,1,CNG,MH-43,Manual,Hatchback,455000,Maruti,Wagon R 1.0
2014,52144,2,Petrol,TN-73,Automatic,Sedan,948000,Honda,City
2016,24616,1,Petrol,DL-7C,Manual,Hatchback,548000,Hyundai,Elite I20
2018,29472,1,Petrol,UP-52,Manual,Hatchback,324000,Renault,Kwid
2015,81418,1,Petrol,BR-01,Manual,Hatchback,353000,Hyundai,Grand I10
2013,38192,1,Petrol,MH-14,Manual,Sedan,341000,Toyota,Etios
2020,24268,1,Petrol,HR-26,Manual,Hatchback,717000,Tata,Altroz
