Year,Distance,Owner,Fuel,Location,Drive,Type,Price,Brand,Model
2015,30751,1,Petrol,KA-03,Manual,Hatchback,341000,Maruti,Alto K10
2018,39284,1,Petrol,GJ-27,Manual,Hatchback,614000,Honda,Jazz
2019,37965,1,Petrol,GJ-01,Automatic,Hatchback,626000,Hyundai,Grand I10
2014,83845,1,Petrol,KA-02,Manual,Sedan,607000,Maruti,Swift Dzire
2019,57179,1,Petrol,TS-07,Manual,SUV,1197000,Kia,Seltos
2015,94121,2,Petrol,TS-08,Manual,Hatchback,549000,Hyundai,Elite I20
2017,52645,3,Petrol,TN-10,Manual,Sedan,617000,Maruti,Ciaz
2017,43025,2,Petrol,TN-18,Manual,Hatchback,592000,Honda,Jazz
2012,105992,1,Diesel,MH-04,Manual,Hatchback,423000,Maruti,Swift
2021,30359,2,Petrol,TS-08,Manual,Hatchback,577000,Tata,Tiago
2017,26678,2,Petrol,TS-13,Manual,Hatchback,548000,Hyundai,Grand I10
2017,15993,1,Petrol,KA-04,Manual,Hatchback,463000,Maruti,Wagon R 1.0
2016,67889,1,Petrol,KA-02,Automatic,SUV,755000,Ford,Ecosport
2022,19944,1,Petrol,GJ-01,Manual,Hatchback,930000,Hyundai,New I20
2018,37983,1,Petrol,KA-04,Manual,SUV,810000,Ford,Ecosport
2011,73946,1,Petrol,MH-14,Manual,Hatchback,248000,Maruti,Ritz
2017,79634,1,Petrol,GJ-01,Automatic,SUV,948000,Hyundai,Creta
2013,91279,2,Petrol,KA-03,Automatic,Hatchback,349000,Hyundai,I10
2020,27959,1,Petrol,HR-26,Manual,SUV,1141000,Hyundai,Creta
2021,23851,2,Petrol,GJ-16,Automatic,Hatchback,814000,Maruti,Baleno
2020,22192,2,Petrol,TS-07,Manual,Sedan,809000,Volkswagen,Vento
2017,100102,1,Petrol,Unknown,Manual,Hatchback,485000,Maruti,Baleno
2019,42839,1,Petrol,GJ-03,Manual,Hatchback,380000,Maruti,Alto
2012,99428,3,CNG,MH-15,Manual,Hatchback,331200,Maruti,Swift
2015,93177,1,Petrol,WB-12,Manual,SUV,571000,Hyundai,Creta
2022,21009,1,Petrol,GJ-01,Automatic,SUV,1222000,Tata,Nexon
2020,10916,2,Petrol,KA-51,Automatic,Hatchback,560000,Renault,Kwid
2019,6327,1,Petrol,TS-09,Automatic,Hatchback,764000,Hyundai,Grand I10 Nios
2017,113633,1,Diesel,MH-43,Manual,SUV,728000,Maruti,S Cross
2019,68766,1,Petrol,RJ-45,Manual,Hatchback,531000,Tata,Tiago
2021,48938,2,Petrol,KA-03,Automatic,Hatchback,1013000,Renault,Kiger
2016,63155,2,Diesel,TN-07,Manual,Sedan,674000,Maruti,Ciaz
2016,38959,1,Petrol,MH-09,Automatic,Lux Sedan,1281000,Skoda,Octavia
2017,40586,1,Petrol,GJ-27,Manual,Sedan,833000,Honda,City
2018,43528,2,Petrol,TS-08,Manual,Hatchback,424350,Maruti,Wagon R 1.0
2018,50781,2,Petrol,KA-02,Automatic,Hatchback,834000,Volkswagen,Polo
2015,34105,1,Petrol,DL-3C,Manual,Hatchback,345000,Honda,Brio
2019,26520,2,Petrol,UP-32,Automatic,Hatchback,387000,Maruti,Alto K10
2018,44690,1,Petrol,MH-06,Manual,Hatchback,491000,Hyundai,Grand I10
2017,40570,1,Petrol,TS-09,Automatic,Hatchback,638000,Hyundai,Grand I10
2019,51622,1,Petrol,HR-51,Manual,Hatchback,545000,Maruti,Swift
2018,63517,1,Diesel,UP-16,Manual,SUV,555000,Ford,Freestyle
2019,68272,1,Diesel,PB-91,Manual,SUV,767000,Maruti,Vitara Brezza
2014,98211,2,Petrol,KA-19,Manual,Hatchback,398000,Hyundai,Grand I10
2019,34446,2,Petrol,MH-02,Automatic,SUV,710000,Ford,Ecosport
2017,91412,2,Petrol,TN-14,Automatic,Sedan,545000,Maruti,Dzire
2021,60157,1,Petrol,MH-14,Manual,Hatchback,796000,Hyundai,New I20
2017,63801,1,Petrol,DL-9C,Manual,Hatchback,535000,Maruti,Baleno
2014,77796,2,Petrol,MH-01,Manual,Hatchback,294000,Maruti,Celerio
2017,49809,1,Petrol,GJ-06,Manual,Hatchback,492000,Hyundai,Grand I10
2015,111283,2,Petrol,Unknown,Manual,Hatchback,274000,Maruti,Alto 800
2016,35748,1,Petrol,MP-09,Manual,Hatchback,513000,Maruti,Baleno
2017,94753,1,Petrol,TN-37,Manual,Hatchback,401000,Maruti,Wagon R 1.0
2017,49602,2,Petrol,TS-33,Manual,Hatchback,602650,Maruti,Swift
2020,23040,1,CNG,DL-11,Manual,Hatchback,575000,Maruti,New Wagon-R
2015,41595,2,Petrol,MP-09,Manual,Hatchback,373000,Honda,Brio
2020,15578,2,Petrol,PB-12,Manual,Hatchback,429000,Hyundai,New Santro
2017,88087,2,CNG,GJ-02,Automatic,Hatchback,498000,Maruti,Ignis
2019,51237,2,Petrol,TS-15,Automatic,Hatchback,449000,Renault,Kwid
2016,89494,2,Petrol,GJ-17,Manual,Hatchback,232000,Renault,Kwid
2018,30769,1,CNG,MH-02,Manual,Hatchback,410000,Maruti,Wagon R 1.0
2015,64751,1,Diesel,MH-03,Manual,Hatchback,487650,Maruti,Swift
2021,15105,2,Petrol,KA-04,Manual,Hatchback,766000,Renault,Kiger
2018,42266,2,Petrol,TN-22,Manual,Sedan,547000,Hyundai,Xcent
2015,37243,1,Diesel,WB-02,Automatic,Sedan,891000,Honda,Amaze
2013,76915,2,Petrol,HR-26,Manual,Sedan,409000,Hyundai,Verna
2019,96408,1,Diesel,TS-11,Manual,Hatchback,803000,Hyundai,I20 Active
2015,72961,1,Petrol,KA-51,Manual,Hatchback,649000,Hyundai,Elite I20
2021,40964,1,Petrol,WB-08,Manual,Hatchback,485000,Hyundai,New Santro
2019,51237,1,Petrol,HR-26,Manual,Hatchback,735000,Hyundai,Elite I20
2013,67656,2,Petrol,DL-1C,Manual,Hatchback,260000,Honda,Brio
2016,90480,1,Petrol,UP-32,Manual,Sedan,677000,Maruti,Swift Dzire
2015,19819,2,Petrol,KL-29,Manual,Hatchback,302000,Maruti,Alto 800
2016,22042,1,Petrol,KA-02,Manual,Hatchback,296000,Maruti,Alto 800
2018,116881,1,Petrol,Unknown,Manual,Sedan,537000,Maruti,Ciaz
2018,31133,1,Petrol,DL-8C,Manual,Sedan,568000,Hyundai,Xcent
2020,35375,1,Petrol,TN-12,Manual,Hatchback,393000,Maruti,Alto
2019,27310,2,Petrol,RJ-45,Manual,Hatchback,707000,Maruti,Baleno
2019,21202,1,Petrol,DL-8C,Manual,Hatchback,655000,Maruti,Baleno
2016,39991,1,Petrol,TS-07,Manual,Sedan,540000,Maruti,Swift Dzire
2021,71137,2,Diesel,MH-14,Manual,Sedan,393000,Hyundai,Verna
2017,59340,1,CNG,MH-43,Manual,Hatchback,378000,Maruti,Wagon R 1.0
2015,100774,3,Diesel,KA-16,Manual,Sedan,553000,Honda,City
2013,30418,2,Petrol,TN-06,Manual,Hatchback,327000,Maruti,Wagon R 1.0
2017,32367,1,Petrol,MP-04,Manual,Hatchback,467000,Hyundai,Grand I10
2016,99120,1,Diesel,KA-02,Automatic,Lux Sedan,939000,Hyundai,New Elantra
2013,30906,1,Petrol,MH-16,Manual,Hatchback,300000,Maruti,Wagon R 1.0
2010,67473,2,Petrol,DL-3C,Manual,Hatchback,163000,Hyundai,I20
2017,13053,1,Petrol,HR-26,Manual,Hatchback,592000,Maruti,Baleno
2016,10215,1,Petrol,TS-08,Manual,Hatchback,452000,Tata,Tiago
2019,46532,1,Diesel,UP-16,Manual,SUV,928000,Honda,Br-V
2018,97274,1,Diesel,TS-07,Manual,Hatchback,768000,Hyundai,Elite I20
2019,80968,1,CNG,HR-36,Manual,Hatchback,489000,Hyundai,New Santro
2020,51452,1,Diesel,UP-32,Manual,Sedan,687000,Hyundai,Aura
2014,56753,2,Petrol,HR-51,Manual,Hatchback,453000,Maruti,Swift
2015,18554,1,Petrol,MH-43,Manual,Hatchback,363000,Honda,Brio
2019,38439,1,Petrol,RJ-51,Manual,Hatchback,443000,Maruti,Celerio
2019,16645,1,Petrol,DL-10,Manual,Sedan,729000,Honda,Amaze
2021,22521,1,Petrol,MP-09,Manual,Hatchback,717000,Maruti,Baleno
2014,52106,1,Petrol,MH-05,Manual,SUV,627000,Maruti,Ertiga
2021,31320,1,Petrol,TS-19,Automatic,Hatchback,675000,Maruti,New Wagon-R
2016,78752,2,Diesel,KA-41,Automatic,Sedan,640000,Honda,City
2015,70766,1,Petrol,DL-8C,Manual,Hatchback,308000,Maruti,Wagon R 1.0
2019,25085,1,Petrol,DL-3C,Manual,Hatchback,363000,Renault,Kwid
2021,36430,1,CNG,UP-78,Manual,Hatchback,566000,Maruti,New Wagon-R
2017,96186,3,CNG,GJ-01,Automatic,Lux Sedan,944000,Toyota,Corolla Altis
2019,25387,2,Petrol,GJ-06,Automatic,Hatchback,673000,Maruti,Baleno
2015,60559,1,Petrol,RJ-14,Manual,Hatchback,434000,Maruti,Swift
2016,69437,3,Petrol,TN-11,Manual,Hatchback,399000,Maruti,Celerio
2016,90305,1,Petrol,TN-23,Manual,Hatchback,559000,Volkswagen,Polo
2018,89322,1,CNG,GJ-27,Manual,Hatchback,467000,Maruti,Ignis
2018,15466,1,Petrol,KA-05,Automatic,Hatchback,758000,Maruti,Swift
2010,82416,1,Petrol,KA-03,Manual,Hatchback,291000,Hyundai,I10
2015,92975,1,Petrol,DL-10,Automatic,SUV,497000,Ford,Ecosport
2016,66948,2,Petrol,TS-15,Manual,Hatchback,257000,Maruti,Alto 800
2020,24952,1,Petrol,UP-78,Manual,Hatchback,324200,Maruti,Alto
2019,95808,1,Petrol,MH-14,Automatic,Hatchback,615000,Maruti,Swift
2012,29182,2,Petrol,MH-01,Manual,Hatchback,235000,Hyundai,I10
2020,51781,1,Petrol,TS-08,Manual,Hatchback,527000,Maruti,New Wagon-R
2015,103089,1,CNG,GJ-06,Manual,Hatchback,421000,Hyundai,Grand I10
2022,35382,1,Diesel,GJ-18,Automatic,SUV,1989000,Tata,Harrier
2021,20759,1,Petrol,TS-29,Manual,Hatchback,389000,Maruti,Alto
2010,47148,1,Petrol,DL-3C,Manual,Hatchback,164000,Maruti,A Star
2019,31661,1,Petrol,TS-07,Manual,SUV,691000,Renault,Triber
2016,43112,1,Petrol,MH-02,Manual,Hatchback,582000,Maruti,Baleno
2021,44769,1,CNG,UP-78,Manual,Hatchback,606000,Maruti,New Wagon-R
2017,62148,2,Petrol,DL-4C,Manual,Hatchback,476000,Hyundai,Elite I20
2021,15530,1,Petrol,TS-10,Manual,Hatchback,874000,Tata,Altroz
2014,77526,1,Petrol,KA-04,Manual,Hatchback,535000,Hyundai,I20
2016,82700,1,Petrol,TN-73,Manual,Hatchback,335000,Renault,Kwid
2020,62629,1,CNG,DL-8C,Manual,Hatchback,547000,Maruti,New Wagon-R
2021,21547,2,Petrol,HR-26,Automatic,Hatchback,802000,Maruti,Swift
2015,69232,1,Petrol,TN-18,Manual,Hatchback,512000,Maruti,Swift
2018,38415,1,Petrol,CH-01,Automatic,Hatchback,541000,Maruti,Celerio X
2019,25854,1,Petrol,MP-09,Manual,Hatchback,600000,Maruti,Swift
2020,8638,1,Petrol,GJ-06,Manual,Hatchback,628000,Maruti,Swift
2013,57656,1,Petrol,MH-14,Manual,Hatchback,287000,Hyundai,I10
2019,24888,1,Petrol,TN-57,Manual,Hatchback,394000,Maruti,Alto
2014,21917,2,Petrol,TN-02,Manual,Hatchback,372000,Maruti,Wagon R 1.0
2012,47221,2,Petrol,MH-01,Automatic,Hatchback,279000,Maruti,A Star
2018,40031,1,Petrol,DL-2C,Manual,Sedan,527000,Tata,Tigor
2016,44230,2,Petrol,WB-06,Manual,Hatchback,437000,Hyundai,Elite I20
2019,40400,1,Petrol,GJ-13,Manual,Sedan,603000,Maruti,Dzire
2015,74424,3,Petrol,TS-07,Automatic,Hatchback,419000,Maruti,Celerio
2010,84084,1,Petrol,KA-05,Manual,Hatchback,244000,Hyundai,Santro Xing
2021,11425,1,Petrol,UP-16,Manual,SUV,991000,Kia,Sonet
2017,80776,1,Diesel,MH-04,Manual,Hatchback,616800,Maruti,Swift
2012,97335,2,Petrol,KA-22,Manual,Hatchback,297000,Honda,Brio
2017,37717,1,Petrol,MH-02,Manual,Sedan,519000,Hyundai,Verna
2017,35707,1,Petrol,MH-12,Manual,Hatchback,519000,Hyundai,Grand I10
2018,91609,1,Petrol,TN-85,Manual,Hatchback,559000,Hyundai,Elite I20
2012,88128,3,CNG,GJ-05,Manual,Hatchback,229000,Hyundai,I10
2018,47004,1,Petrol,MP-09,Manual,Hatchback,586000,Maruti,Swift
2021,30766,1,CNG,TS-08,Manual,Hatchback,588000,Maruti,New Wagon-R
2013,17387,2,Petrol,KA-03,Manual,Sedan,497000,Maruti,Swift Dzire
2018,26858,1,Petrol,GJ-05,Manual,Hatchback,338000,Hyundai,Eon
2016,55446,1,Petrol,HR-26,Manual,Hatchback,326000,Maruti,Alto K10
2014,52597,2,Petrol,TS-09,Manual,Sedan,417000,Honda,Amaze
2015,70473,1,Diesel,UP-14,Manual,Sedan,521000,Maruti,Ciaz
2017,41947,1,Petrol,DL-6C,Manual,Hatchback,549000,Maruti,Baleno
2018,54472,1,CNG,MH-12,Manual,Hatchback,465000,Maruti,Wagon R 1.0
2020,29600,1,Petrol,MP-04,Manual,Hatchback,477000,Tata,Tiago
2017,86017,1,Petrol,TS-10,Manual,Sedan,634000,Maruti,Dzire
2015,68755,3,CNG,MH-48,Manual,Hatchback,369000,Maruti,Celerio
2013,44495,1,Petrol,WB-02,Manual,Sedan,310000,Maruti,Swift Dzire
2016,46411,1,Petrol,DL-9C,Manual,Sedan,456000,Honda,Amaze
2013,55432,1,Petrol,DL-4C,Manual,Sedan,218000,Maruti,Swift Dzire
2018,46139,2,Petrol,KA-03,Manual,Hatchback,510000,Tata,Tiago
2021,10290,2,Petrol,TS-07,Automatic,SUV,1711000,Mahindra,Thar
2018,90804,1,Petrol,KA-51,Manual,Hatchback,628000,Maruti,Swift
2021,3635,1,Petrol,PB-02,Manual,Hatchback,411000,Datsun,Redi Go
2016,27699,1,Petrol,PB-10,Automatic,Hatchback,467000,Honda,Brio
2013,89559,1,Petrol,AP-28,Manual,Hatchback,233000,Hyundai,Eon
2021,24565,1,CNG,HR-26,Manual,Hatchback,514000,Hyundai,New Santro
2017,64130,2,Petrol,KA-06,Manual,Sedan,790000,Maruti,Ciaz
2018,44004,2,Diesel,TN-07,Manual,SUV,739000,Honda,Wr-V
2018,39478,1,Petrol,TS-13,Manual,Hatchback,740000,Hyundai,Elite I20
2017,84289,2,Petrol,TN-07,Manual,Hatchback,538000,Maruti,Swift
2021,37288,1,Petrol,CH-01,Manual,Hatchback,710000,Maruti,Baleno
2016,66057,2,Petrol,MH-03,Automatic,Hatchback,569000,Volkswagen,Polo
2017,66075,1,Diesel,WB-02,Manual,Hatchback,389000,Honda,Jazz
2014,66051,1,Petrol,DL-3C,Manual,Hatchback,307000,Honda,Brio
2018,43109,1,Diesel,DL-3C,Manual,SUV,682000,Maruti,Vitara Brezza
2019,20361,1,Petrol,DL-8C,Manual,Hatchback,709000,Toyota,Glanza
2019,20552,1,Petrol,UP-78,Manual,Hatchback,531000,Hyundai,Grand I10
2016,32594,1,Petrol,HR-26,Manual,Hatchback,461000,Hyundai,Grand I10
2018,50479,2,Petrol,RJ-45,Manual,Hatchback,533000,Maruti,Swift
2015,21598,1,Petrol,MH-47,Manual,Hatchback,358000,Maruti,Wagon R 1.0
2016,61337,1,Petrol,TS-08,Automatic,Hatchback,431000,Maruti,Celerio
2019,47935,1,Petrol,HR-26,Manual,Hatchback,553000,Maruti,Baleno
2016,99232,1,Diesel,KA-50,Manual,SUV,830000,Maruti,Vitara Brezza
2017,44390,1,Petrol,TS-07,Manual,Hatchback,553000,Hyundai,Grand I10
2017,63899,1,Petrol,CH-01,Manual,Hatchback,574000,Hyundai,Elite I20
2022,8143,1,Petrol,MP-04,Manual,Hatchback,624000,Maruti,Celerio
2016,46335,2,Petrol,TS-08,Manual,Hatchback,371000,Maruti,Wagon R 1.0
2017,28584,1,Petrol,GJ-18,Manual,Hatchback,581000,Maruti,Baleno
2017,79282,2,Diesel,GJ-23,Automatic,Lux SUV,1007000,Mahindra,Xuv500
2017,81348,1,Diesel,TN-05,Manual,SUV,704000,Honda,Wr-V
2011,14359,2,Petrol,DL-3C,Manual,Hatchback,188000,Maruti,Alto
2018,55864,1,Petrol,MH-12,Manual,Sedan,594000,Maruti,Dzire
2012,15432,1,Petrol,DL-3C,Manual,Hatchback,195000,Maruti,Zen Estilo
2021,17102,1,Petrol,MH-29,Manual,Hatchback,430000,Renault,Kwid
2019,48344,1,CNG,HR-51,Manual,Hatchback,567000,Hyundai,New Santro
2011,74040,2,Petrol,DL-8C,Manual,Hatchback,191000,Maruti,Swift
2010,83410,3,Petrol,AP-09,Automatic,Hatchback,287000,Hyundai,I10
2021,23899,1,Petrol,TN-12,Automatic,Hatchback,1164000,Hyundai,New I20 N Line
2017,36611,1,Petrol,GJ-06,Manual,Sedan,756000,Maruti,Ciaz
2016,29034,2,CNG,PB-13,Manual,Hatchback,335000,Maruti,Alto K10
2017,47400,2,Petrol,TN-64,Automatic,Hatchback,378000,Renault,Kwid
2018,55536,1,Petrol,DL-1C,Manual,Sedan,210000,Honda,City
2015,70864,1,Petrol,KA-02,Automatic,Hatchback,547000,Hyundai,Grand I10
2014,65829,1,Petrol,MH-12,Automatic,Lux Sedan,807000,Toyota,Corolla Altis
2016,10887,1,Petrol,KA-04,Manual,Hatchback,675000,Maruti,Swift
2018,41852,2,Petrol,UP-32,Manual,Hatchback,404000,Tata,Tiago
2016,74129,1,Petrol,KA-51,Manual,Hatchback,313000,Hyundai,Eon
2013,96271,1,Petrol,DL-3C,Manual,Sedan,395000,Honda,City
2020,27518,1,Petrol,TN-14,Manual,Hatchback,610000,Tata,Tiago
2020,93639,1,Diesel,GJ-01,Manual,SUV,907000,Tata,Nexon
2016,47741,2,Petrol,TS-12,Manual,Hatchback,545000,Maruti,Baleno
2018,53600,3,Petrol,TN-55,Manual,Hatchback,324000,Renault,Kwid
2014,96601,2,Petrol,HR-12,Manual,Hatchback,328000,Hyundai,Grand I10
2016,30527,1,Petrol,MP-04,Automatic,Hatchback,472000,Hyundai,Grand I10
2017,113791,2,Diesel,GJ-04,Manual,SUV,629000,Maruti,S Cross
2020,44904,2,Petrol,HR-29,Manual,Hatchback,390000,Renault,Kwid
2018,97229,1,Petrol,RJ-45,Manual,Hatchback,519000,Maruti,Swift
2018,45531,1,Petrol,MH-04,Automatic,Hatchback,338000,Datsun,Redi Go
2017,61193,1,Diesel,MH-15,Manual,Hatchback,588000,Hyundai,Grand I10
2022,6592,1,Petrol,DL-14,Automatic,Hatchback,562000,Renault,Kwid
2017,78854,1,CNG,MH-02,Manual,Hatchback,403000,Maruti,Wagon R 1.0
2022,20113,1,Petrol,GJ-08,Manual,Hatchback,499000,Hyundai,New Santro
2021,37301,1,Petrol,BR-01,Automatic,Hatchback,572000,Tata,Tiago
2012,74268,1,Petrol,KA-51,Manual,Hatchback,398000,Maruti,Swift
2017,74195,1,Petrol,TS-07,Manual,Hatchback,319000,Maruti,Alto 800
2022,11649,1,Diesel,BR-31,Manual,SUV,1028000,Mahindra,Bolero
2013,69263,2,Petrol,KA-03,Automatic,Hatchback,347000,Hyundai,I10
2021,9350,1,Petrol,TN-19,Manual,SUV,739000,Ford,Freestyle
2022,8584,1,Petrol,DL-10,Manual,Sedan,898000,Hyundai,Aura
2018,37437,1,Petrol,MH-01,Automatic,SUV,1140000,Hyundai,Creta
2017,83623,1,Petrol,TS-07,Automatic,SUV,798000,Honda,Br-V
2017,110696,1,Diesel,MP-09,Manual,Hatchback,418000,Tata,Tiago
2017,40502,1,Diesel,MP-09,Manual,Sedan,782000,Honda,City
2017,99331,2,Diesel,UP-32,Manual,SUV,577000,Maruti,S Cross
2015,47720,1,Petrol,GJ-01,Manual,Hatchback,441000,Hyundai,Grand I10
2018,69176,1,Petrol,CH-01,Manual,Hatchback,616000,Maruti,Swift
2018,77208,1,Diesel,DL-7C,Automatic,SUV,891000,Tata,Hexa
2015,75961,1,Petrol,GJ-01,Automatic,Hatchback,312000,Nissan,Micra
2012,24119,1,Petrol,DL-6C,Manual,Hatchback,314000,Maruti,Swift
2018,30194,2,Petrol,UP-32,Manual,SUV,612000,Honda,Wr-V
2013,98297,2,Petrol,KA-05,Manual,Hatchback,262000,Hyundai,I10
2018,63221,2,Petrol,GJ-05,Manual,Hatchback,531000,Volkswagen,Polo
2017,83286,1,Petrol,GJ-01,Manual,Hatchback,535000,Volkswagen,Polo
2018,35496,1,CNG,MH-47,Manual,Hatchback,436000,Maruti,Wagon R 1.0
2019,65664,1,Petrol,MH-03,Automatic,Sedan,613000,Maruti,Dzire
2019,105614,1,Petrol,Unknown,Manual,Hatchback,656000,Maruti,Baleno
2012,44784,3,Petrol,AP-09,Manual,Sedan,447000,Hyundai,Verna
2018,61107,2,Diesel,GJ-05,Automatic,SUV,772000,Tata,Nexon
2016,71761,1,Petrol,MH-50,Manual,Hatchback,404000,Maruti,Wagon R 1.0
2017,67448,2,Petrol,MH-01,Manual,Sedan,637000,Maruti,Dzire
2019,22401,1,Petrol,UP-16,Automatic,Hatchback,692000,Hyundai,Grand I10 Nios
2019,40066,1,Petrol,RJ-45,Automatic,Hatchback,541000,Maruti,Ignis
2022,10259,1,Petrol,PB-65,Automatic,SUV,1396000,Maruti,Xl6
2010,69278,2,Petrol,DL-4C,Manual,Lux Sedan,234000,Toyota,Corolla Altis
2020,42457,1,Petrol,KA-22,Automatic,Sedan,1709000,Honda,Civic
2017,66080,1,Petrol,TN-11,Manual,Hatchback,515000,Hyundai,Grand I10
2021,12199,1,Petrol,KL-08,Manual,Hatchback,415000,Datsun,Redi Go
2017,39046,1,Petrol,HR-76,Manual,Hatchback,510000,Maruti,Swift
2018,47897,1,Diesel,GJ-18,Manual,Sedan,1179000,Hyundai,Verna
2019,12713,1,Petrol,UP-78,Manual,Hatchback,444000,Hyundai,New Santro
2018,41338,2,CNG,GJ-36,Automatic,Hatchback,471000,Maruti,Wagon R 1.0
2018,75114,2,Diesel,HR-26,Automatic,SUV,705000,Renault,Duster
2017,88437,1,Petrol,GJ-01,Manual,Hatchback,370000,Maruti,Wagon R 1.0
2021,24447,1,CNG,UP-32,Manual,Hatchback,554000,Maruti,S Presso
2021,13767,1,Petrol,TN-73,Automatic,SUV,1143000,Tata,Nexon
2021,35172,1,Petrol,KA-05,Manual,Hatchback,672000,Tata,Altroz
2016,71822,2,Petrol,MH-12,Automatic,Hatchback,535000,Hyundai,Grand I10
2018,61212,2,Diesel,GJ-03,Manual,Hatchback,674000,Maruti,Swift
2022,17575,1,Petrol,MH-03,Manual,Hatchback,1042000,Hyundai,New I20
2018,22528,2,Petrol,KA-01,Automatic,Sedan,704000,Toyota,Yaris
2020,5574,1,Petrol,UP-14,Manual,SUV,1021000,Maruti,S Cross
2017,63613,1,Petrol,TS-09,Automatic,SUV,1017000,Hyundai,Creta
2019,35732,2,CNG,HR-29,Manual,Hatchback,507000,Maruti,New Wagon-R
2018,38650,1,Diesel,HR-26,Automatic,SUV,1106000,Hyundai,Creta
2017,29558,1,Petrol,MH-05,Automatic,Hatchback,587000,Honda,Jazz
2018,38130,2,Diesel,DL-12,Automatic,Lux SUV,1156000,Mahindra,Xuv500
2017,25039,1,Petrol,DL-12,Manual,Hatchback,292000,Hyundai,Eon
2017,53014,1,Petrol,GJ-06,Automatic,Lux SUV,1193000,Honda,Crv
2016,63142,1,Petrol,GJ-15,Manual,Hatchback,496000,Maruti,Baleno
2016,47471,2,Petrol,TN-03,Manual,Hatchback,336000,Renault,Kwid
2010,91194,3,Petrol,MH-01,Manual,Hatchback,174000,Hyundai,I10
2018,40437,1,CNG,MH-43,Manual,Hatchback,428000,Maruti,Wagon R 1.0
2019,88515,1,Diesel,HR-29,Manual,SUV,809000,Hyundai,Venue
2020,89824,1,Petrol,TS-33,Manual,SUV,630000,Renault,Triber
2018,51507,2,Petrol,KL-41,Automatic,Hatchback,584000,Nissan,Micra
2017,77995,1,Petrol,KA-53,Automatic,Hatchback,753000,Maruti,Baleno
2021,16563,1,Petrol,PB-27,Manual,Hatchback,462000,Maruti,S Presso
2015,95852,2,Petrol,MH-31,Manual,Hatchback,506000,Hyundai,I20 Active
2017,45385,1,CNG,MH-12,Manual,Hatchback,346000,Maruti,Alto 800
2017,68942,2,Petrol,WB-08,Manual,SUV,436000,Mahindra,Kuv 100 Nxt
2015,43563,1,Petrol,MH-06,Manual,Hatchback,462700,Maruti,Swift
2016,47771,1,Diesel,UP-14,Manual,Hatchback,428000,Maruti,Swift
2015,25617,1,Petrol,KA-53,Manual,Hatchback,502000,Hyundai,Grand I10
2016,35690,2,Petrol,DL-9C,Manual,Hatchback,535000,Hyundai,Elite I20
2013,84969,2,Diesel,AP-28,Manual,Hatchback,414000,Hyundai,Grand I10
2014,47361,1,Petrol,PB-08,Manual,Sedan,579000,Honda,City
2015,52763,1,Petrol,MH-20,Manual,Hatchback,498000,Maruti,Swift
2020,50574,1,Petrol,MH-31,Manual,Sedan,836000,Toyota,Yaris
2018,42622,1,Diesel,DL-10,Manual,Hatchback,565000,Maruti,Baleno
2014,31933,2,Petrol,AP-28,Manual,Hatchback,277000,Maruti,Alto 800
2019,33197,1,Petrol,UP-78,Manual,Hatchback,334000,Maruti,Alto K10
2017,72091,2,Petrol,GJ-06,Manual,SUV,617000,Ford,Ecosport
2021,26755,1,Petrol,KA-19,Automatic,Hatchback,564000,Renault,Kwid
2012,60351,1,Petrol,UP-16,Manual,Sedan,506000,Maruti,Swift Dzire
2019,60019,1,CNG,GJ-01,Manual,Hatchback,551000,Hyundai,Grand I10
2016,84335,1,Diesel,GJ-27,Manual,Sedan,555000,Maruti,Ciaz
2017,82642,2,Diesel,GJ-01,Automatic,SUV,1029000,Hyundai,Creta
2019,95841,1,CNG,DL-2C,Manual,Hatchback,492000,Maruti,New Wagon-R
2018,73636,1,CNG,GJ-01,Automatic,Sedan,657000,Maruti,Dzire
2020,44394,1,Petrol,HR-51,Manual,Hatchback,669000,Hyundai,Elite I20
2012,29056,1,Petrol,MH-04,Manual,Hatchback,338000,Maruti,Swift
2019,17925,1,Petrol,HR-26,Manual,Hatchback,518000,Hyundai,Grand I10
2013,45232,1,Petrol,KA-53,Manual,Sedan,556000,Hyundai,Verna
2015,83590,2,Petrol,MH-43,Manual,Hatchback,448000,Maruti,Swift
2021,32678,2,CNG,MH-46,Manual,Hatchback,602000,Maruti,New Wagon-R
2016,51428,1,Petrol,GJ-06,Automatic,Hatchback,421000,Maruti,Wagon R 1.0
2015,55652,1,Petrol,KA-25,Manual,Sedan,521000,Volkswagen,Vento
2017,64226,2,Petrol,TS-10,Automatic,Hatchback,522000,Tata,Tiago
2018,93264,2,Petrol,TS-08,Manual,Hatchback,254000,Maruti,Alto 800
2017,21716,1,Petrol,TN-10,Manual,Hatchback,319000,Maruti,Alto 800
2021,31750,2,Petrol,TS-09,Manual,Hatchback,794000,Tata,Altroz
2018,17328,2,Petrol,DL-9C,Manual,Hatchback,645000,Maruti,Baleno
2014,48192,1,Petrol,DL-3C,Manual,Hatchback,474000,Hyundai,Elite I20
2017,35617,1,Petrol,GJ-03,Manual,Hatchback,550000,Hyundai,Grand I10
2018,45730,1,Diesel,DL-12,Manual,SUV,720000,Ford,Ecosport
2014,85512,2,Diesel,MH-12,Manual,SUV,917000,Toyota,Innova
2022,22783,2,Petrol,PB-10,Manual,SUV,868000,Maruti,Vitara Brezza
